"referenceCode","legacyId","parentId","qubitParentSlug","identifier","accessionNumber","title","levelOfDescription","extentAndMedium","repository","archivalHistory","acquisition","scopeAndContent","appraisal","accruals","arrangement","accessConditions","reproductionConditions","language","script","languageNote","physicalCharacteristics","findingAids","locationOfOriginals","locationOfCopies","relatedUnitsOfDescription","publicationNote","digitalObjectURI","digitalObjectChecksum","generalNote","subjectAccessPoints","placeAccessPoints","nameAccessPoints","genreAccessPoints","descriptionIdentifier","institutionIdentifier","rules","descriptionStatus","levelOfDetail","revisionHistory","languageOfDescription","scriptOfDescription","sources","archivistNote","publicationStatus","physicalObjectName","physicalObjectLocation","physicalObjectType","alternativeIdentifiers","alternativeIdentifierLabels","eventDates","eventTypes","eventStartDates","eventEndDates","eventDescriptions","eventActors","eventActorHistories","eventPlaces","culture"
"SeknegRi",121299,,,,,"Sekretariat Negara Republik Indonesia 1945-1949","Fonds",,"Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,"Inventaris Arsip Sekretariat Negara Republik Indonesia Tahun 1945-1949",,,,,,,,,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"537",,121506,,"537",,"Pemerintah RI Jogjakarta: Penetapan No. 6/S.D tgl. 9 April 1946 tentang: 1. pembentukan Angkatan Udara (AU), 2. pembentukan susunan AU, 3. pengangkatan Pimpinan Tertinggi Tentara RI AU, 4. pengangkatan R. Soeriadi Soedarma sebagai Kepala Staf Tentara RI AU dengan pangkat Komodore, 5. pengangkatan R. Soekarnen Martokoesoemo sebagai Wakil Kepala Staf Tentara RI AU dengan pangkat Komodore Udara, 6. pengangkatan Hadi Soetjipto sebagai Wakil Kepala Kedua Staf RI AU dengan pangkat Komodore Udara.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"538",,121506,,"538",,"Pemerintah RI Jogjakarta: Penetapan No. 9/S.D tgl. 27 April 1946 tentang: 1. pengangkatan Mr. Raden Panji Noto Soebagio sebagai Ketua Muda Mahkamah Agung merangkap Ketua Pengadilan Tinggi di Jakarta, pengangkatan Mr. Raden Satochid Kartanegara dan Mr. Mas Hoessein Tirtamidjaja sebagai Hakim Agung, anggota Mahkamah Agung, 2. penunjukan ibukota Jakarta sebagai tempat kedudukan Mahkamah Agung.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"539",,121506,,"539",,"Pemerintah RI Jogjakarta: Penetapan No. 16/S.D tgl. 15 Juli 1946 tentang perubahan sementara bentuk dan susunan Pemerintah di Daerah Istimewa Surakarta dan Jogjakarta dan penghapusan Jabatan Komisaris Tinggi untuk Daerah Istimewa Surakarta dan Jogjakarta dan penghapusan Wakil Pemerintahan Pusat di Daerah Surakarta.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"540",,121506,,"540",,"Pemerintah RI Jogjakarta: Penetapan No. 17/S.D tgl. 9 Agustus  1946 tentan penyerahan Pimpinan Polisi Negara di Daerah Istimewa Jogjakarta kepada S.P. Sultan Jogjakarta.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"541",,121506,,"541",,"Pemerintah RI Jogjakarta: Penetapan No. 18/S.D tgl. 3 September 1946 tentang pembubaran Panitia Besar Penyelenggara Susunan Tentara.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"542",,121506,,"542",,"Pemerintah RI Jogjakarta: Penetapan No. 19/S.D tgl. 25 September 1946 tentang Kepala Daerah (Gubernur dan Residen) sebagai pemegang Pimpinan Kepolisian di dalam daerahnya masing-masing.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"543",,121506,,"543",,"Pemerintah RI Jogjakarta: Penetapan No. 19B/S.D tgl. 25 September 1946 tentang penyerahan pengawasan atas enclave Kesunanan di sekitar Pasarean Pasar-Gede dan Himogiri serta atas enclave Mangkunegaran di Ngawen kepada Kepala Daerah Istimewa Jogjakarta (S.P. Sultan).","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"544",,121506,,"544",,"Pemerintah RI Jogjakarta: Penetapan No. 20/S.D tgl. 28 September 1946 tentang pengangkatan Amir Hoesin Almoedjahid menjadi Jenderal-Mayor Kehormatan pada Tentara Republik Indonesia.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"545",,121506,,"545",,"Pemerintah RI Jogjakarta: Penetapan No. 21/S.D tgl. 22 Oktober 1946 tentang perintah untuk sementara kembali ke Surakarta menjalankan pekerjaannya kepada Residen Surakarta (Mr. Iskak Tjokroadisurjo) dan Wakil Residen Surakarta (R. Soediro).","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"546",,121506,,"546",,"Pemerintah RI Jogjakarta: Penetapan No. 1/O.P tgl. 14 Mei 1947 tentang pengangkatan Teuku Moch. Daoet Sjah menjadi Jenderal Mayor Kehormatan pada Tentara Republik Indonesia.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Asli",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"547",,121506,,"547",,"Pemerintah RI Jogjakarta: Penetapan No. 2 tgl. 8 Juli 1947 tentang penghapusan Jabatan Gubernur Propinsi-propinsi Kalimantan, Sulawesi, Maluku dan Sunda Kecil.","Item","8 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Duplikasi",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"548",,121506,,"548",,"Presiden RI: Penetapan No. 2 dan No. 3 tgl. 26 Juni 1946 tentang pengangkatan M. Nazir menjadi Pemimpin Utama Angkatan Laut RI dan pengangkatan Panglima Besar menjadi Pemimpin Tentara Darat, Laut dan Udara.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"549",,121506,,"549",,"Presiden RI: Penetapan No. Pol. 3/51/5 tgl. 17 Agustus 1946 tentang pengangkatan beberapa orang Maha Guru.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Pertinggal",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"550",,121506,,"550",,"Presiden RI: Penetapan tgl. 13 Januari 1947 tentang pengangkatan Kapten Rachmat Moeljowiseno menjadi Mayor III Tentara Republik Indonesia.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"551",,121506,,"551",,"Presiden RI: Penetapan tgl. 25 Juni 1947 tentang pemberian pangkat militer kepada Pegawai-pegawai Kementerian Pertahanan Jawatan Rahasia.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"552",,121506,,"552",,"Presiden RI: Penetapan No. 8 tgl. 30 Juni 1947 tentang pengangkatan Soetan Sjahrir sebagai Penasehat Presiden.","Item","4 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"553",,121506,,"553",,"Presiden RI: Penetapan tgl. 25 Juli 1947 tentang kenaikan pangkat Pegawai-pegawai Kementerian Pertahanan.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"554",,121506,,"554",,"Presiden RI: Penetapan-penetapan tgl. 25 Juni, 28 Juli 1947 tentang pengangkatan Anggota-anggota Staf Gabungan Angkatan Perang.","Item","8 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep, asli",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"555",,121506,,"555",,"Presiden RI: Penetapan-penetapan No. 108 dan 109/A/47 tgl. 25 September 1947 tentang pemberhentian Letkol. Bambang Soepeno dari jabatan Korem III Polisi Tentara dan pengangkatannya Panglima Divisi VII dan kenaikan pangkatnya menjadi Kolonel pada TNI.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"556",,121506,,"556",,"Presiden Panglima Tertinggi Angkatan Perang: Penetapan No. 134-A-1947 tgl. 28 November 1947 tentang daftar perimbangan pangkat militer dan sipil yang akan dipergunakan dalam pemberian pangkat militer tituler.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"557",,121506,,"557",,"Presiden RI: Penetapan No. 25 tgl. 29 September 1948 tentang penggabungan Daerah Istimewa Jogjakarta dan karesidenan-karesidenan Kedu dan Banyumas sebagai Daerah Militer Istimewa serta pengangkatan Kolonel Bambang Soegeng menjadi Gubernur Militer tsb. ","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"558",,121506,,"558",,"Presiden RI: Penetapan No. 84/P.Mil/48 tgl. 5 Desember 1948 tentang pemberhentian dengan hormat Mayor Jenderal R. Soekarnen Martodisoemo yang diperbantukan pada Jawatan Tata Hukum Kementerian Pertahanan dan pengangkatannya ke dalam Korps Reserve Opsir dengan pangkat Kolonel Reserve Angkatan Darat.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"559",,121506,,"559",,"Presiden RI: Penetapan-penetapan tgl. 30 Juni 1948-16 Desember 1948 tentang pengangkatan-pengangkatan Ketua, Wakil Ketua, Anggota dan Wakil Anggota Kantor Pemilihan Pusat, Jawa Barat, Jawa Tengah, Jawa Timur dan Sumatera Tengah.","Item","12 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Asli",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"560",,121506,,"560",,"Presiden RI: Penetapan No. 3 dan No. 4 tgl. 0 Juli 1949 tentang pencabutan kembali kekuasaan penuh yang diserahkan kepada Menteri Negara, Koordinator Keamanan S.P. Hamengku Buwono IX oleh Pemerintah RI, pengangkatan Kolonel Sri Paduka Paku Alam VIII sebagai Gubernur Militer Daerah Istimewa Jogjakarta/Daerah Militer V di Jawa.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"561",,121506,,"561",,"Menteri Kemakmuran kepada sekretaris Negara: Surat tgl. 12 Desember 1949 tentang Penetapan Presiden mengenai pengangkatan Taher Ibrahim sebagai Wakil Perdagangan RI di Singapura.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Asli",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"562",,121506,,"562",,"Perdana Menteri RI: Penetapan No.   /PM/1949 tgl. 10 September 1949 tentang penambahan anggota Panitia Politik Umum Personalia dan pengangkatan I.J. Kasimo sebagai anggota panitia tersebut.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"563",,121506,,"563",,"Presiden RI: Surat Keputusan 25 September 1945 tentang persetujuan bahwa Pegawai-pegawai Indonesia adalah Pegawai Negara Republik Indonesia.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"564",,121506,,"564",,"Presiden RI: Surat Keputusan tgl. 6 Februari 1946 tentang penyerahan Jabatan Panglima Tertinggi Tentara RI dari Angkatan Laut Indonesia kepada Soedirman.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,"Rusak ringan","Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"565",,121506,,"565",,"Presiden RI: Surat Keputusan tgl. 13 Maret 1946 tentang pengangkatan K.R.T. Soegijono Josodiningrat menjadi Sekretaris Jenderal Kementerian Pertahanan RI.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"566",,121506,,"566",,"Presiden RI: Surat keputusan tgl. 11 Juli 1946 tentang pengangkatan Kepala Staf Komandemen Tentara RI Sumatera (Jenderal Mayor P.T.R Soehardjo Hardjowardjojo) menjadi Panglima Tertinggi Tentara RI Sumatera dengan pangkat Letnan Jenderal.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Kutipan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"567",,121506,,"567",,"Presiden RI: Surat keputusan tgl. 19 Juli 1946 tentang pengangkatan menjadi Ketua, Anggota Militer, Anggota Ahli hukum, Panitera dan Advokat Fiscaal pada Mahkamah Tentara Agung Luar Biasa.","Item","3 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"568",,121506,,"568",,"Presiden RI: Surat Keputusan tahun 1947 tentang pemberian pangkat Militer Tituler kepada Pejabat-pejabat di Mahkamah-mahkamah Tentara.","Item","4 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,"Rusak sedang","Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"569",,121506,,"569",,"Presiden RI: Surat Keputusan No. 31-A-47 tgl. 13 Mei 1947 tentang pencabutan putusan (Contraseign Menteri Dalam Negeri tgl. 30 Desember 1946 No. P. 21/1/23) mengenai pengangkatan Rd. Soemindro menjadi Residen Lampung.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Petikan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"570",,121506,,"570",,"Presiden RI: Surat Keputusan tgl. 30 Juni 1947 tentang perubahan tugas kewajiban Mr. Indra Koesoema.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"571",,121506,,"571",,"Presiden RI: Surat Keputusan tgl. 30 Juni 1947 tentang pemberian kuasa kepada Penasehat Presiden untuk membentuk staf dan mengangkat pegawai-pegawainya.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"572",,121506,,"572",,"Presiden RI: Salinan surat-surat keputusan bagi Anwar Tjokroaminoto.","Item","4 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"573",,121506,,"573",,"Presiden Pangliman Tertinggi Angkatan Perang: Surat Keputusan tgl. 28 November 1947 tentang pemberian pangkat Militer Tituler kepada pegawai sipil, disertai lampiran.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"574",,121506,,"574",,"Presiden RI: Surat Keputusan No. 1/P.CIV/48 tgl. 12 Januari 1948 tentang pemberhentian dengan hormat H. Rasjidi dari jabatannya sebagai Sekretaris Jenderal Kementerian Agama.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Asli, konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"575",,121506,,"575",,"Presiden RI: Surat Keputusan tgl. Mei 1948 tentang usul penyesuaian pangkat bagi Wakil Kepala Jawatan Tambang/Geologi.","Item","1 sampul","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Asli, konsep",,,,,,,,,,,,,,"Rusak ringan","Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"576",,121506,,"576",,"Presiden RI: Surat Keputusan No. 54/A.Civ/48 tgl. 30 Mei 1948 tentang pengangkatan Mr. A.G. Pringgodigdo (Sesneg) menjadi Komisaris Negara Urusan Dalam Negeri di Sumatera merangkap anggota Komisariat Pemerintah Pusat.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"577",,121506,,"577",,"Setneg kepada Suryocondro di Pegangsaan Timur 56 Jakarta: Telegram tgl. 15 Juli 1948 tentang Surat Keputusan Presiden mengenai pemberhentian Dr. Soeharto selaku Kepala Administrasi Militer Pusat merangkap dokter pribadi Presiden, disertai lampiran.","Item","9 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Asli, pertinggal",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"578",,121506,,"578",,"Presiden RI: Surat Keputusan No. 68/A.Mil/48 tgl. 17 Juli 1948 tentang pemindahan Letkol D. Jahja, Kepala Staf Operatief Komando Sumatera ke Staf Angkataran Darat dengan pangkat Letnan Kolonel dan pengangkatan Kolonel Ismael Lengah, Panglima Divisi IX di Sumatera sebagai Kepala Staf Operatif Komando Sumatera dengan pangkat Kolonel.","Item","5 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Asli, salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"579",,121506,,"579",,"Presiden RI: Surat Keputusan No. 64/P.Mil/48 tgl. 31 Juli 1948 tentang pemberhentian dengan hormat atas permintaan sendiri Kolonel R. Didi Kartasasmita dari jabatannya dan dari dinas ketentaraan.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"580",,121506,,"580",,"Presiden RI: Surat Keputusan No. 64/P.Mil/48 tgl. 31 Juli 1948 tentang pemberhentian dengan hormat atas permintaan sendiri Kolonel Soedibyo dari jabatannya dan dari dinas ketentaraan.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"581",,121506,,"581",,"Presiden RI: Surat Keputusan No. 75/A.Mil/48 tgl. 16 September 1948 tentang pemberian pangkat Gunernur Militer kepada Kolonel Gatot Subroto selama menjalankan tugas kewajibannya sebagai Komandan Daerah Militer Karesidenan Surakarta dan Semarang.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"582",,121506,,"582",,"Presiden RI: Surat Keputusan No. 73/P. Civ/48 tgl. 6 Oktober 1948 tentang pemberhentian dengan hormat Mr. Ruphinus Lumban Tobing dari jabatannya sebagai Wakil Jaksa Agung Sementara di Sumatera, pemberian jabatan itu kembali kepada Abdul Muthalib Mono.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"583",,121506,,"583",,"Presiden RI: Surat Keputusan No. J/571/1948 tgl. 11 Oktober `948 tentang Ir. Kaslan Abd. Tohir (Penasehat ahli/pegawai tinggi Tingkat III pada Kementerian Kemakmuran) yang diperbantukan kepada Staf Angkatan Perang RI.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"584",,121506,,"584",,"Presiden RI: Surat Keputusan No. 90/A.Civ/48 tgl. 16 November 1948 tentang pengangkatan sebagai Thesaurier Jenderal pada Kementerian Keuangan Mr. R. Soetikno Slamet (Kepala Jawatan Pajak merangkap Kepala Bagian Urusan Uang, Kredit dan Bank) dan R. Kadarisman Notopradjarto (Kepala Muda Jawatan Keuangan) dan pencabutan SK Menteri Keuangan tgl. 15 Agustus 1948 No. U.P.5-10-9.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"585",,121506,,"585",,"Presiden RI: Surat Keputusan No. 92/A.Mil/48 tgl. 18 November 1948 tentang pemberian pangkat tituler Letnan Jenderal kepada Menteri Negara Sri Sultan Hamengku Buwono IX.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"586",,121506,,"586",,"Presiden RI: Surat Keputusan No. 94/A.Mil/48 tgl. 22 November 1948 tentang perubahan dalam personalia Kementerian Pertahanan dan Angkatan Perang.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"587",,121506,,"587",,"Presiden RI: Surat Keputusan tahun 1949 tentang pemberhentian dengan hormat dari jabatannya sebagai Kepala Bagian Peranakan dan Bangsa Asing Kementerian Dalam Negeri, Mr. R. Soejoedi.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"588",,121506,,"588",,"Presiden RI: Surat Keputusan No. 10/A/49 tgl. 4 Agustus 1949 tentang pengangkatan Menteri Pertahanan Sri Sultan Hamengku Buwono IX menjadi Plt. Perdana Menteri selama Wakil Presiden/Perdana Menteri ada di luar negeri, disertai surat pengantar.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Asli, pertinggal",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"589",,121506,,"589",,"Presiden RI: Daftar lampiran surat keputusan No. 14/A/1949 tgl. 5 Agustus 1949 tentang pengangkatan Mr. Icksan menjadi Sekretaris Jenderal Kementerian Luar Negeri.","Item",,"Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,,,,,,,,,,,,,,,"Fisik arsip tidak ada","Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"590",,121506,,"590",,"Presiden RI: Surat Keputusan No. 11/A/49 tgl. 6 Agustus 1949 tentang pengangkatan Ki Hajar Dewantara sebagai Wakil Ketua Dewan Pertimbangan Agung, disertai surat pengantar.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Pertinggal",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"591",,121506,,"591",,"Presiden RI: Surat Keputusan No. 17/A/49 tgl. 19 Agustus 1949 tentang pengangkatan Mr. R. Soebagjo Djojowidagdo menjadi pegawai yang diperbantukan kepada Menteri Kemakmuran merangkap Pimpinan Sekretariat Kementerian Kemakmuran, disertai lampiran.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
