,referenceCode,legacyId,parentId,qubitParentSlug,identifier,accessionNumber,title,levelOfDescription,extentAndMedium,repository,archivalHistory,acquisition,scopeAndContent,appraisal,accruals,arrangement,accessConditions,reproductionConditions,language,script,languageNote,physicalCharacteristics,findingAids,locationOfOriginals,locationOfCopies,relatedUnitsOfDescription,publicationNote,digitalObjectURI,digitalObjectChecksum,generalNote,subjectAccessPoints,placeAccessPoints,nameAccessPoints,genreAccessPoints,descriptionIdentifier,institutionIdentifier,rules,descriptionStatus,levelOfDetail,revisionHistory,languageOfDescription,scriptOfDescription,sources,archivistNote,publicationStatus,physicalObjectName,physicalObjectLocation,physicalObjectType,alternativeIdentifiers,alternativeIdentifierLabels,eventDates,eventTypes,eventStartDates,eventEndDates,eventDescriptions,eventActors,eventActorHistories,eventPlaces,culture
650,631,,121506.0,,631.0,,Menteri Keuangan: Surat Penetapan No. TNU I/9/11 tgl. 15 September 1949 tentang penunjukan Abdul Mukti dan Abdul Hamid sebagai Wakil Menteri Keuangan dan berkuasa penuh atas masalah keuangan di Jakarta.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
651,632,,121506.0,,632.0,,Kementerian Pembangunan dan Pemuda: Surat Penetapan No. 002 tgl. 31 Agustus 1948 tentang pengangkatan Soemardjo menjadi kepala Badan Penolong Ksatrya.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,N.B. Kertas rusak,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
652,633,,121506.0,,633.0,,Menteri Muda Urusan Pemuda: Surat-surat Penetapan No. 147 Ag No. 8285/BSI tgl. 26 Desember 1947 No. 156 Agno. mp/383/BSI tgl. 15 Januari 1948 tentang pemberhentian pegawai-pegawai Kementerian Negara Urusan Pemuda.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
653,634,,121506.0,,634.0,,"Staf Territorium Militer Jawa: Surat Penetapan No. 27/D II/S/D/48 tgl. 1 Desember 1948 tentang pemberhentian Letkol Hutagalung, Staf Divisi III.",Item,,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,Fisik arsip tidak ada,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
654,635,,121506.0,,635.0,,Menteri Kesehatan: Surat Keputusan No. 2458/Peg/m tgl. 17 September 1948 tentang pemberhentian pegawai Hadireno Simoen.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
655,636,,121506.0,,636.0,,Menteri Kesehatan: Surat Keputusan No. 2633/Peg/m tgl. 9 Oktober 1949 tentang penunjukan Dr. Sukardjo Mangunsudiro sebagai Plt. Kepala Jabatan urusan obat-obatan Jogjakarta.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
656,637,,121506.0,,637.0,,Menteri Kesehatan a.i.: Surat Keputusan No. 401/Peg/30 tgl. 7 November 1949 tentang penyerahan kekuasaan penyelenggaraan urusan pegawai dari golongan VI/C-PGP 1948 ke bawah yang bekerja di Lingkungan Kementerian Kesehatan RI di Daerah Jawa Barat dan Banten kepada Plt. Sekretaris Jenderal Kementerian Kesehatan yang berkedudukan di Jakarta.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
657,638,,121506.0,,638.0,,"Menteri Kesehatan: Surat Keputusan No. 555/Peg/9 tgl. 25 November 1949 tentang pemberhentian Ny. Pangemanan, Ch. Sewabessy, Sastrosamian, Ny. Roesmi dari jabatannya sebagai karyawan di Kantor Jawatan Pemberantasan penyakit Pes D.I. Jogjakarta di Jogjakarta, disertai lampiran.",Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
658,639,,121506.0,,639.0,,"Menteri Kesehatan: Surat Keputusan No. 556/Peg/7 tgl. 25 November 1949 tentang pemberhentian Markoen, Soekardjono, Samino Hardjoprajitno, Sastrosoewardi, Sastrowidjojo, Ny. W.L.R. Triebel, J. Lepar, B. Lasmijem Tjokrodihardjo, Bok Toekijah, Idi Soerodiatmodjo, Sarjono, R. Iljas dari jabatannya di Inspeksi Kesehatan Jawa Tengah, disertai lampiran.",Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
659,640,,121506.0,,640.0,,"Menteri Kesehatan: Surat Keputusan No. 557/Peg/6 tgl. 25 November 1949 tentang pemberhentian Soegiantari, Wangsit Wasitooetomo dari jabatannya sebagai penyelidik malaria di Pusat Jawatan Pemberantasan Penyakit Malaria, disertai lampiran.",Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
660,641,,121506.0,,641.0,,"Menteri Kesehatan: Surat-surat Keputusan No. 553/Peg/S dan 584/Peg/3 tgl. 25 November 1949 dan 28 November 1949 tentang pemberhentian pegawai-pegawai dari jabatannya sebagai penata usaha di Kementerian Kesehatan Bagian Keuangan, disertai lampiran.",Item,5 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
661,642,,121506.0,,642.0,,"Menteri Kesehatan: Surat Keputusan No. 570/Peg/2 tgl. 28 November 1949 tentang pemberhentian M. Baroen Mohammad, J. Leimena, Kasioen Atmodipoero dan Soekanto dari jabatannya sebagai penata usaha di Kementerian Kesehatan Bagian Keuangan, disertai lampiran.",Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
662,643,,121506.0,,643.0,,Menteri Kesehatan: Surat Keputusan No. 2598/Peg/1 tgl. 18 Desember 1949 tentang penyerahan (delegeren) hak kekuasaan penyelenggaraan urusan pegawai dari golongan IV-PGP 1948 ke bawah yang dipekerjakan pada Jawatan Pemeberantasan Penyakit Pes daerah Istimewa Jogjakarta dari bagian urusan Pegawai Kementerian Kesehatan Pusat kepada Kepala Jawatan Pemberantas Penyakit Pes Daerah Istimewa Jogjakarta.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
663,644,,121506.0,,644.0,,"Menteri Kesehatan: Surat Keputusan No. 795/Peg/38 tgl. 30 Desember 1949 tentang pemberhentian Dr. R. Moh. Stambul dan Dr. A. Sastrotenojo dari jabatannya sebagai Dokter Kepala pada Kementerian Kesehatan di Inspektorat Kesehatan Jawa Timur, disertai lampiran.",Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
664,645,,121506.0,,645.0,,"Menteri Pertahanan: Surat Keputusan No. A/134/1947 tgl. 13 Mei 1947 tentang pemberhentian dengan tidak hormat sebagai pegawai bagian B Kementerian Pertahanan yaitu: P.H.L. Tobing, Soetisna Effendi, Soemarjo, Roesadi, Wirakartakoesoema, Soejadi, Moechtar, Soehadi, dll., disertai lampiran.",Item,4 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
665,646,,121506.0,,646.0,,Menteri Pertahanan: Surat Keputusan No. J/119/1948 tgl. 25 Maret 1948 tentang pengangkatan kembali beberapa orang pegawai pada Jawatan V Kementerian Pertahanan.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
666,647,,121506.0,,647.0,,Menteri Pertahanan kepada Setneg: Surat-surat tgl. 10 Juli 1947-30 Maret 1948 tentang naskah SK pemberhentian Kapten Laut Abdul Gani dan pengangkatan Letkol Tirtoatmaja sebagai Anggota Mahkamah Tentara.,Item,,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,Fisik arsip tidak ada,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
667,648,,121506.0,,648.0,,Menteri Pertahanan: Surat Keputusan No. J/133/1948 tgl. 31 Maret 1948 tentang pemberian perlop sakit kepada Dr. R. Soeharto selama 3 bulan.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
668,649,,121506.0,,649.0,,"Menteri Pertahanan: Surat Keputusan No. J/258/48 tgl. 27 Mei 1948 tentang pengangkatan Letkol Santosa sebagai anggota Panitia Penghapusan Gubernur Militer Surakarta, disertai surat pengantar.",Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
669,650,,121506.0,,650.0,,"Menteri Pertahanan: Surat Keputusan No. J/281/1948 tgl. 2 Juni 1948 tentang pembebasan Armyn Pane sebagai Pimpinan Bagian Warta dan Publikasi dan penyerahan pimpinannya kepada Soekoco, Wakil Bagian tersebut.",Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
670,651,,121506.0,,651.0,,Menteri Pertahanan: Surat-surat Keputusan tgl. 8 Maret 1948-20 Oktober 1948 tentang pemberhentian pegawai.,Item,6 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
671,652,,121506.0,,652.0,,"Menteri Pertahanan: Surat Keputusan No. 26 A/A.P./1949 tgl. 1 September 1949 tentang pencabutan kembali pemberhentian sementara perwira-perwira yang tersebut dalam lampiran dan merehabilitasi nama-nama perwira tersebut, disertai lampiran.",Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
672,653,,121506.0,,653.0,,Menteri Perhubungan: Surat Keputusan No. 1/49 tgl. 4 Juni 1949 tentang penunjukan Ir R. Abdoelmoettalip Danoeningrat untuk menjalankan pekerjaan Kepala Jawatan Kereta Api selama pimpinan Jawatan Kereta Api belum dapat menjalankan kewajibannya.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
673,654,,121506.0,,654.0,,"Menteri Perhubungan: Surat Keputusan No. 2/49 tgl. 4 Juni 1949 tentang penunjukan R. Dijar untuk sementara waktu menjalankan pekerjaan Kepala Jawatan Pos, Telegrap dan Telepon belum dapat menjalankan pekerjaannya.",Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
674,655,,121506.0,,655.0,,Menteri Perhubungan: Surat Keputusan No. 3/49 tgl. 4 Juni 1949 tentang penunjukan Ir. Taripa Harahap Sutan Barat Muda untuk sementara waktu menjalankan pekerjaan Kepala Jawatan Angkutan Motor RI selama Kepala Jawatan Angkutan Motor RI belum dapat menjalankan tugas kewajibannya.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
675,656,,121506.0,,656.0,,"Menteri Perhubungan: Surat Keputusan No. 5/49 tgl. 11 Juli 1949 tentang pengangkatan Ir. Mas Mohamad Effendi Saleh menjadi Kepala Jawatan Kereta Api RI, disertai lampiran.",Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
676,657,,121506.0,,657.0,,"Menteri Perhubungan: Surat Keputusan No. 7/49 tgl. 11 Juli 1949 tentang pengangkatan Mr. R. Soekardan Pronohadikoesoemo menjadi Sekretaris Jenderal Kementerian Perhubungan, disertai lampiran.",Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
677,658,,121506.0,,658.0,,Menteri Kehakiman: Surat Keputusan No. E/I/88 tgl. 17 September 1949 tentang diwajibkannya Sekretaris Kementerian Kehakiman mengawasi pekerjaan Bagian Urusan Pegawai dan pekerjaan Bagian Perbendaharaan.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
678,659,,121506.0,,659.0,,Menteri Kehakiman: Surat Keputusan No. E/2a/119 tgl. 17 September 1949 tentang mengangkat Raden Mas Wiranto sebagai Notaris di Jogjakarta.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
679,660,,121506.0,,660.0,,"Menteri Kehakiman: Surat Keputusan No. G.6/134 tgl. 21 Oktober 1949 tentang pencabutan Surat Keputusan tgl. 17 Desember 1946 No. G.8/1534 dan penunjukan R. Wislam Hadiwasito, Komis pada Kantor Pusat Jawatan Kepenjaraan sebagai pemegang kas pada Kantor Pusat Jawatan Kepenjaraan.",Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
680,661,,121506.0,,661.0,,Menteri Kehakiman: Surat-surat Keputusan No. E/2b/12 dan No. E/2b/24 tgl. 17 September 1949 dan 14 November 1949 tentang pemberhentian Mr. Raden Soeda dari jabatannya sebagai Notaris di Jogjakarta.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
681,662,,121506.0,,662.0,,Menteri Kehakiman: Surat-surat Keputusan No. E/1/394 dan No. E/1/5451 tgl. 18 November 1949 dan tgl. 5 Desember 1949 tentang penunjukan beberapa pegawai Kementerian Kehakiman untuk mengadakan peninjauan Susunan Departement van Justitie di Jakarta.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
682,663,,121506.0,,663.0,,"Menteri Persediaan Makanan Rakyat: Surat Keputusan No. 42/I/mtr. Tgl. 23 Juni 1948 tentang penunjukan Achmad Sofjan sebagai Wakil Kementerian Persediaan Makanan Rakyat merangkap Kepala Jawatan Persediaan dan Pembagian Bahan Makanan di Sumatera, disertai lampiran.",Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
683,664,,121506.0,,664.0,,"Menteri Persediaan Makanan Rakyat: Surat Keputusan No. 58/I/mtr. tgl. 26 Agustus 1948 tentang penyerahan tugas kewajiban Kantor Pusat Jawatan PPBM di Jogjakarta dalam melaksanakan segala urusan pegawai/pekerja PPBM seluruh daerah Karesidenan Banten kecuali pegawai tinggi harus mendapat pengabsahan dari Menteri Persediaan Makanan Rakyat kepada Residen Banten, disertai surat pengantar.",Item,5 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
684,665,,121506.0,,665.0,,Menteri Persediaan Makanan Rakyat: Surat Keputusan No. 64/I/mtr. tgl. 20 September 1948 tentang pemberhentian tidak dengan hormat Sojas dari jabatannya sebagai pegawai tinggi V di Kantor Pusat Jawatan PPBM Kementerian Persediaan Makanan Rakyat.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
685,666,,121506.0,,666.0,,"Menteri Persediaan Makanan Rakyat: Surat-surat Keputusan No. 51/I/mtr. tgl. 2 Agustus 1948, No. 61/I/mtr. tgl. 22 September 1948 tentang pemberian istirahat kepada Suhadi Hadikusumo, disertai surat pengantar.",Item,4 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
686,667,,121506.0,,667.0,,Menteri Persediaan Makanan Rakyat: Surat Keputusan No. 66/I/mtr. tgl. 4 Oktober 1948 tentang pemberhentian tidak dengan hormat kepada R. Sukindar.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
687,668,,121506.0,,668.0,,"Menteri Persediaan Makanan Rakyat: Surat-surat Keputusan No. 67/I/mtr. dan No. 68/I/mtr. tgl. 4 Oktober 1948 tentang jabatan Kepala Muda Jawatan Persediaan dan Pembagian Bahan Makanan disesuaikan dengan jabatan di golongan VI ruang d, pengadaan jabatan Inspektur Kepala untuk memimpin daerah propinsi sebagai perwakilan kantor pusat atau ditempatkan di kantor pusat sesuai dengan jabatan di golongan VI ruang c, disertai surat pengantar.",Item,4 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
688,669,,121506.0,,669.0,,"Menteri Persediaan Makanan Rakyat: Surat Keputusan No. 70/I/mtr. tgl. 21 Oktober 1948 tentang pengangkatan beberapa Kepala Muda Jawatan Persediaan dan Pembagian Bahan Makanan, disertai lampiran dan surat pengantar.",Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,N.B. Kertas sobek,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
689,670,,121506.0,,670.0,,"Menteri Pembangunan dan Pemuda: Surat Keputusan No. 87/P/48. tgl. 30 Oktober 1948 tentang pemberhentian Munandar, Kepala seksi Veem pada Jawatan Pembangun Perusahaan Pusat di Jogjakarta untuk sementara waktu dari jabatannya.",Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
690,671,,121506.0,,671.0,,Menteri Pembangungan dan Pemuda: Surat Keputusan No. 88/P/48 tgl. 30 Oktober 1948 tentang pemberhentian Sutjipto untuk sementara waktu dari jabatannya sebagai Cabang Jawatan Pembangun Perusahaan daerah Banyumas.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
691,672,,121506.0,,672.0,,Menteri Pembangunan dan Pemuda: Surat Keputusan No. 89/P/48 tgl. 30 Oktober 1948 tentang pemberhentian Soejono untuk sementara waktu dari jabatannya sebagai Cabang Jawatan Pembangun Perusahaan daerah Malang.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
692,673,,121506.0,,673.0,,Menteri Pembangunan dan Pemuda: Surat Keputusan No. 90/P/48 tgl. 30 Oktober 1948 tentang pemberhentian Hardjowarsito tidak dengan hormat dari jabatannya sebagai Kepala Cabang Jawatan Pembangun Perusaah daerah Bodjonegoro.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
693,674,,121506.0,,674.0,,Menteri Pembangunan dan Pemuda: Surat Keputusan No. 91/P/48 tgl. 30 Oktober 1948 tentang pemberhentian Ismono tidak dengan hormat dari jabatannya sebagai Kepala Cabang Jawatan Pembangun Perusahaan daerah Madiun.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
694,675,,121506.0,,675.0,,Menteri Pembangunan dan Pemuda: Surat Keputusan No. 102/P/48 tgl. 9 November 1948 tentang pemberhentian K. Goenadi untuk sementara dari jabatannya sebagai pegawai tinggi tingkat keempat pada Kementerian Pembangunan dan Pemuda Bagian Sekretariat Urusan Pemuda.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
695,676,,121506.0,,676.0,,Menteri Pembangunan dan Pemuda: Surat Keputusan No. 98/P/48 tgl. 12 November 1948 tentang pemberhentian Soeroso untuk sementara dari jabatannya sebagai Kepala Cabang Jawatan Pembangun Perusahaan daerah Surakarta.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
696,677,,121506.0,,677.0,,Menteri Pekerjaan Umum: Surat Keputusan No. P.3/1/20 tgl. 11 Oktober 1949 tentang pemberhentian dengan hormat R.M. Soetjipto dari jabatannya sebagai ahli teknik kepada Kementerian Pekerjaan Umum.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
697,678,,121506.0,,678.0,,Menteri Pekerjaan Umum: Surat keputusan No. S9/2/4 tgl. 11 November 1949 tentang pendirian Perwakilan Jawatan Pelayaran di Jakarta dan penunjukan Moh. Anwar sebagai Kepala Kantor Perwakilan Jawatan Pelayaran tersebut.,Item,,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,Fisik arsip tidak ada,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
698,679,,121506.0,,679.0,,"Menteri Pekerjaan Umum: Surat Keputusan No. S2/12/1 tgl. 29 November 1949 tentang penunjukan beberapa pegawai Kementerian Pekerjaan Umum untuk meninjau Susunan Departement van Waterstaat en Wederopbouw, Departement van Scheepvart dan Departement van Verkeer, Energie en Mijnwezen di Jakarta.",Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
699,680,,121506.0,,680.0,,Menteri Pekerjaan Umum: Surat Keputusan No. P7/1/11 tgl. 3 Desember 1949 tentang penunjukan M. Aboe Sanoesi menjadi Kepala Bagian Perbendaharaan pada Kementerian Pekerjaan Umum.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
700,681,,121506.0,,681.0,,Menteri Pekerjaan Umum: Surat Keputusan No. 1957/D tgl. 14 April 1947 tentang pengangkatan Prof. Ir. R.M. Wreksodiningrat dan Ir. R. Goenoeng Iskandar Wirjonagoro sebagai anggota Dewan Curator pada Sekolah Tinggi Teknik Bandung Jogjakarta.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
701,682,,121506.0,,682.0,,"Menteri Pengajaran, Pendidikan dan Kebudayaan: Surat Keputusan No. 5219/C tgl. 23 Juni 1948 tentang pendirian Cursus Pengetahuan Umum (CPU) macam C di Kota Bojonegoro dan pengangkatan Mr. Surjadi sebagai pemimpin CPU macam C di Kota Bojonegoro tersebut.",Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
702,683,,121506.0,,683.0,,"Menteri Pengajaran, Pendidikan dan Kebudayaan: Surat Keputusan No. 5206/E tgl. 23 Juni 1948 tentang pengangkatan 2 guru besar di lingkungan Sekolah Tinggi Teknik di Jogjakarta yaitu Ir. H. Johannes dan Ir. Goenarso, disertai lampiran.",Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
703,684,,121506.0,,684.0,,"Menteri Pengajaran, Pendidikan dan Kebudayaan: Surat Keputusan No. 8752/C tgl. 23 Juli 1948 tentang pembatalan Keputusan Menteri Pengajaran, Pendidikan dan Kebudayaan No. 5219/C tgl. 23 Juni 1948 dan penunjukan Djadjengsoegianto sebagai Pimpinan CPU di Kota Bojonegoro.",Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
704,685,,121506.0,,685.0,,"Menteri Pengajaran, Pendidikan dan Kebudayaan: Surat Keputusan No. 556/C tgl. 1 Desember 1949 tentang pengangkatan Koesbini menjadi pegawai untuk sementara waktu pada Kementerian Pengajaran, Pendidikan dan Kebudayaan di Jogjakarta, disertai lampiran.",Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
